k,date,weekday,month,publication_hour,s_r,recent_h_start,recent_h_end,recent_interval_start,recent_interval_end,n_valid_slots,valid,b_kW,e_slot_30_kW,e_slot_31_kW,e_slot_32_kW,e_slot_33_kW,e_slot_34_kW,e_slot_35_kW,e_slot_66_kW,e_slot_67_kW,e_slot_68_kW,e_slot_69_kW,e_slot_70_kW,e_slot_71_kW,e_slot_102_kW,e_slot_103_kW,e_slot_104_kW,e_slot_105_kW,e_slot_106_kW,e_slot_107_kW
138,2025-05-19,0,2025-05,6,36,30,35,2025-05-19 05:00:00,2025-05-19 06:00:00,6,True,-56.13778616503911,-221.54365448802764,-172.35525329950133,-41.44007710672986,36.560284504721494,64.71421609721665,-2.762232697913987,,,,,,,,,,,,
139,2025-05-20,1,2025-05,6,36,30,35,2025-05-20 05:00:00,2025-05-20 06:00:00,6,True,-20.52977989555052,-60.9941769457655,3.2231758494604037,-73.34630781965188,-113.46945480800059,49.40406561776217,72.00401873289229,,,,,,,,,,,,
140,2025-05-21,2,2025-05,6,36,30,35,2025-05-21 05:00:00,2025-05-21 06:00:00,6,True,1.739230898521934,-5.997115561282953,-119.36705769453374,-36.24696056893208,118.48971197393303,66.98800694990268,-13.43119970795533,,,,,,,,,,,,
141,2025-05-22,3,2025-05,6,36,30,35,2025-05-22 05:00:00,2025-05-22 06:00:00,6,True,-76.3649329224454,-288.80093639481674,-281.7909957644815,-162.96603432739266,-67.67590378126397,173.78391290607715,169.26035982720532,,,,,,,,,,,,
142,2025-05-23,4,2025-05,6,36,30,35,2025-05-23 05:00:00,2025-05-23 06:00:00,6,True,-20.028710012139527,56.04003409061579,-61.49125182395619,-116.60566971683147,-59.30962082141377,28.3640320198042,32.83021617894428,,,,,,,,,,,,
143,2025-05-24,5,2025-05,6,36,30,35,2025-05-24 05:00:00,2025-05-24 06:00:00,6,True,-74.98390895247803,-43.42404609157347,-109.69880592243544,-48.217508924643425,-58.26044875492107,-81.00370201244459,-109.29894200885019,,,,,,,,,,,,
144,2025-05-25,6,2025-05,6,36,30,35,2025-05-25 05:00:00,2025-05-25 06:00:00,6,True,53.15744847465021,-14.808439020438072,-24.326854129586536,7.859582363667414,52.67217349486964,134.18105120913788,163.36717693025093,,,,,,,,,,,,
145,2025-05-26,0,2025-05,6,36,30,35,2025-05-26 05:00:00,2025-05-26 06:00:00,6,True,101.70691409723054,138.4618468299136,231.226555278899,131.53223290070264,23.11834338439303,33.77068963108604,52.13181655838889,,,,,,,,,,,,
146,2025-05-27,1,2025-05,6,36,30,35,2025-05-27 05:00:00,2025-05-27 06:00:00,6,True,-62.57306276774489,-46.239882641378244,-96.5627099629005,-16.87129282952492,21.619273690475893,-98.73954659750825,-138.6442182656333,,,,,,,,,,,,
147,2025-05-28,2,2025-05,6,36,30,35,2025-05-28 05:00:00,2025-05-28 06:00:00,6,True,-38.72098354325211,-52.16626822703165,-37.8445685517936,32.89861437808213,30.002081020843434,-124.2153320366906,-81.00042784292236,,,,,,,,,,,,
148,2025-05-29,3,2025-05,6,36,30,35,2025-05-29 05:00:00,2025-05-29 06:00:00,6,True,83.48629726840522,217.1769040152717,104.77050131347823,-62.623688011992726,50.25949472453567,108.54352057458345,82.79105099455501,,,,,,,,,,,,
149,2025-05-30,4,2025-05,6,36,30,35,2025-05-30 05:00:00,2025-05-30 06:00:00,6,True,-73.46545720077711,25.236222380141953,-37.766780189190285,-212.3081270466605,-249.0622409964717,-62.54602330929083,95.65420595680871,,,,,,,,,,,,
150,2025-05-31,5,2025-05,6,36,30,35,2025-05-31 05:00:00,2025-05-31 06:00:00,6,True,-5.307096702355693,63.681041111615286,257.787398543423,150.67486956066296,-209.26780702926817,-205.92612675727923,-88.79195564328802,,,,,,,,,,,,
151,2025-06-01,6,2025-06,6,36,30,35,2025-06-01 05:00:00,2025-06-01 06:00:00,6,True,-22.899496890763356,-9.457143846563667,-103.93411216208597,-47.02884433453801,55.72389264158119,-25.78069252733576,-6.920081115637913,,,,,,,,,,,,
152,2025-06-02,0,2025-06,6,36,30,35,2025-06-02 05:00:00,2025-06-02 06:00:00,6,True,-53.65943549462062,-13.55030428027976,-27.991593819449918,54.7989383363597,38.434021673985626,-230.76413538244287,-142.88353949589646,,,,,,,,,,,,
153,2025-06-03,1,2025-06,6,36,30,35,2025-06-03 05:00:00,2025-06-03 06:00:00,6,True,19.161344514526565,-167.111695268909,-28.584706373625977,198.5139794967713,176.71064622699714,-77.5698531625626,13.009696168488517,,,,,,,,,,,,
154,2025-06-04,2,2025-06,6,36,30,35,2025-06-04 05:00:00,2025-06-04 06:00:00,6,True,64.09407286765206,294.36472139137413,108.14449167181465,83.9043311300079,177.6372053297746,-96.99383060385571,-182.49248171320323,,,,,,,,,,,,
155,2025-06-05,3,2025-06,6,36,30,35,2025-06-05 05:00:00,2025-06-05 06:00:00,6,True,32.52030587585091,-93.00651676701636,97.10822554785273,185.87208050287745,-77.48447535197374,20.305921017220044,62.32660030614534,,,,,,,,,,,,
156,2025-06-06,4,2025-06,6,36,30,35,2025-06-06 05:00:00,2025-06-06 06:00:00,6,True,-173.8517202536099,-213.08892217437142,-285.8114848520104,-210.5767003826004,-5.488439841801664,-63.30495216580448,-264.8398221050711,,,,,,,,,,,,
157,2025-06-07,5,2025-06,6,36,30,35,2025-06-07 05:00:00,2025-06-07 06:00:00,6,True,13.60497188457945,-187.94310320131535,-99.16299885689523,-38.3773863334236,-127.59812086086777,214.03411621651503,320.6773243434636,,,,,,,,,,,,
158,2025-06-08,6,2025-06,6,36,30,35,2025-06-08 05:00:00,2025-06-08 06:00:00,6,True,-167.58191221338515,-152.64277008267163,-218.4276623546225,-114.47185633014578,-22.271799337160246,-204.61687319974817,-293.0605119759625,,,,,,,,,,,,
159,2025-06-09,0,2025-06,6,36,30,35,2025-06-09 05:00:00,2025-06-09 06:00:00,6,True,56.92216586874989,-82.10056530453039,-6.160621513704882,104.94543625318238,63.56058642170592,139.61361801615476,121.67454133969159,,,,,,,,,,,,
160,2025-06-10,1,2025-06,6,36,30,35,2025-06-10 05:00:00,2025-06-10 06:00:00,6,True,109.59612199882395,374.97418746587255,84.96922539570005,-52.53995222614276,136.21384789897002,160.57173578279935,-46.61231232425553,,,,,,,,,,,,
161,2025-06-11,2,2025-06,6,36,30,35,2025-06-11 05:00:00,2025-06-11 06:00:00,6,True,-73.09848563881626,-197.23303962256477,48.423172620325204,65.09939643683401,-116.3489676211966,-167.9311239238673,-70.60035172242806,,,,,,,,,,,,
162,2025-06-12,3,2025-06,6,36,30,35,2025-06-12 05:00:00,2025-06-12 06:00:00,6,True,-147.427424720377,-176.34625009503225,-222.9952613550754,-158.53616135507582,-141.59952049553976,-184.15508389961906,-0.9322711219197117,,,,,,,,,,,,
163,2025-06-13,4,2025-06,6,36,30,35,2025-06-13 05:00:00,2025-06-13 06:00:00,6,True,27.777365591907255,62.09070336875402,5.4206089431822875,-64.16324610569018,-37.935584693067085,54.0891842447827,147.1625277934818,,,,,,,,,,,,
164,2025-06-14,5,2025-06,6,36,30,35,2025-06-14 05:00:00,2025-06-14 06:00:00,6,True,-76.55861547217803,-112.87257257718602,-257.049036944793,-151.51092110506033,157.14453336140696,31.668092708309814,-126.73178827574566,,,,,,,,,,,,
165,2025-06-15,6,2025-06,6,36,30,35,2025-06-15 05:00:00,2025-06-15 06:00:00,6,True,-60.66903559649518,-39.108771961429284,-75.16390089930928,-54.30001447682844,-97.3329481896194,-81.5314338136177,-16.577144238166966,,,,,,,,,,,,
166,2025-06-16,0,2025-06,6,36,30,35,2025-06-16 05:00:00,2025-06-16 06:00:00,6,True,77.17550303390188,-21.396768281983896,63.462386574771244,41.2815036524853,-32.9178028575011,142.64458772199532,269.9791113936444,,,,,,,,,,,,
167,2025-06-17,1,2025-06,6,36,30,35,2025-06-17 05:00:00,2025-06-17 06:00:00,6,True,44.529023522497255,40.7782418846341,272.9439418712541,141.27667955776815,-114.64096854435547,-56.74017580002783,-16.4435778342895,,,,,,,,,,,,
168,2025-06-18,2,2025-06,6,36,30,35,2025-06-18 05:00:00,2025-06-18 06:00:00,6,True,24.22583957257484,-14.334982101165679,-15.437633731357437,31.35693523020427,43.23859116146741,116.71210801412371,-16.179981137823233,,,,,,,,,,,,
169,2025-06-19,3,2025-06,6,36,30,35,2025-06-19 05:00:00,2025-06-19 06:00:00,6,True,127.26616284194908,297.60892713687736,94.0271987978067,-47.772815184930096,54.20380579785842,169.27348309512308,196.256377408959,,,,,,,,,,,,
170,2025-06-20,4,2025-06,6,36,30,35,2025-06-20 05:00:00,2025-06-20 06:00:00,6,True,-126.69471065597759,-328.66282541346845,-199.99047608910905,-33.26732081189584,80.31690861623565,-125.3937272197818,-153.17082301784603,,,,,,,,,,,,
171,2025-06-21,5,2025-06,6,36,30,35,2025-06-21 05:00:00,2025-06-21 06:00:00,6,True,-41.83237143964902,60.18296643222766,-63.96458036543254,-74.27587985572245,-99.36430298086816,-25.537526866773533,-48.034905001325114,,,,,,,,,,,,
172,2025-06-22,6,2025-06,6,36,30,35,2025-06-22 05:00:00,2025-06-22 06:00:00,6,True,-21.62514169616361,-59.05662815381311,-56.19990026987898,-20.320496965462553,32.27763956120498,11.710039561205122,-38.161503910237116,,,,,,,,,,,,
173,2025-06-23,0,2025-06,6,36,30,35,2025-06-23 05:00:00,2025-06-23 06:00:00,6,True,-56.988731282911054,181.5994677096396,-147.12387452239545,-207.72976079516047,135.8783580401173,-86.05804438446648,-218.4985337452008,,,,,,,,,,,,
174,2025-06-24,1,2025-06,6,36,30,35,2025-06-24 05:00:00,2025-06-24 06:00:00,6,True,7.360936103135448,-60.87935888373704,13.606570685099086,77.76141361738792,-23.766858593085544,-28.74571052686906,66.18956032001734,,,,,,,,,,,,
175,2025-06-25,2,2025-06,6,36,30,35,2025-06-25 05:00:00,2025-06-25 06:00:00,6,True,-83.23757118814615,-159.19662023625187,-50.68030503055661,-121.60535126709783,-179.08425482828397,-21.944009830927826,33.085114064241225,,,,,,,,,,,,
176,2025-06-26,3,2025-06,6,36,30,35,2025-06-26 05:00:00,2025-06-26 06:00:00,6,True,-147.86673663222473,-321.3955346081343,-241.36619984014396,-71.66610863589358,64.81470501401236,-134.0534924010767,-183.53378932211217,,,,,,,,,,,,
177,2025-06-27,4,2025-06,6,36,30,35,2025-06-27 05:00:00,2025-06-27 06:00:00,6,True,-34.9074256480601,-40.43229901424411,-0.8511316096560222,-52.2291012647479,-113.92730222043929,-7.82528892467144,5.820569145398167,,,,,,,,,,,,
178,2025-06-28,5,2025-06,6,36,30,35,2025-06-28 05:00:00,2025-06-28 06:00:00,6,True,4.346882213229795,263.2388108451869,-58.18684541468792,-96.18043573953673,72.71263722241065,-90.22960132558728,-65.27327230840683,,,,,,,,,,,,
179,2025-06-29,6,2025-06,6,36,30,35,2025-06-29 05:00:00,2025-06-29 06:00:00,6,True,-30.363685593165503,-50.560485967725526,-24.51877020021857,0.5546567460582992,-70.44227346558273,-41.47896248549796,4.263721813973461,,,,,,,,,,,,
180,2025-06-30,0,2025-06,6,36,30,35,2025-06-30 05:00:00,2025-06-30 06:00:00,6,True,-117.74362391728103,-103.65839479088118,-143.08709635450987,-110.7203939625615,-55.467454618375086,-96.06848808149789,-197.45991569586067,,,,,,,,,,,,
181,2025-07-01,1,2025-07,6,36,30,35,2025-07-01 05:00:00,2025-07-01 06:00:00,6,True,472.22983732162123,586.9912300371575,451.0827803586708,319.4359052595996,363.3692346016778,602.0678057106588,510.43206796196273,,,,,,,,,,,,
182,2025-07-02,2,2025-07,6,36,30,35,2025-07-02 05:00:00,2025-07-02 06:00:00,6,True,242.70148170299407,221.79832991051217,404.5102321522204,324.1708252452472,-42.349835174141845,182.05223028934824,366.0271077947782,,,,,,,,,,,,
183,2025-07-03,3,2025-07,6,36,30,35,2025-07-03 05:00:00,2025-07-03 06:00:00,6,True,234.8071955028694,380.5074371876408,66.21043718764122,-70.35121501030017,272.6566257665131,330.3670680067694,429.45281987895214,,,,,,,,,,,,
184,2025-07-04,4,2025-07,6,36,30,35,2025-07-04 05:00:00,2025-07-04 06:00:00,6,True,20.326674470156224,-13.589858448871382,-98.34281874288672,153.02403150534883,178.54211850203046,-8.306361288251082,-89.36706470643276,,,,,,,,,,,,
185,2025-07-05,5,2025-07,6,36,30,35,2025-07-05 05:00:00,2025-07-05 06:00:00,6,True,73.74317283310438,86.53858639086548,386.3196785749551,253.5289607130503,-4.279364094637913,-152.40502762628148,-127.24379695932521,,,,,,,,,,,,
186,2025-07-06,6,2025-07,6,36,30,35,2025-07-06 05:00:00,2025-07-06 06:00:00,6,True,349.5553777876173,257.92097428041643,419.18641068052875,458.5694258202452,252.49979966550336,325.68379900620494,383.4718572728052,,,,,,,,,,,,
187,2025-07-07,0,2025-07,6,36,30,35,2025-07-07 05:00:00,2025-07-07 06:00:00,6,True,41.46499835034001,276.8429994234766,92.61672357098814,-73.84612312533045,3.9262000122489553,57.71448784511085,-108.46429762445405,,,,,,,,,,,,
188,2025-07-08,1,2025-07,6,36,30,35,2025-07-08 05:00:00,2025-07-08 06:00:00,6,True,-196.90833612147162,-18.644515839299856,-159.18894448636092,-290.78640398889,-218.05135764012812,-198.90461551351837,-295.87417926063245,,,,,,,,,,,,
189,2025-07-09,2,2025-07,6,36,30,35,2025-07-09 05:00:00,2025-07-09 06:00:00,6,True,95.54675753896534,-90.77572186514135,0.8787324861386878,170.20542099619433,245.52411743946323,186.76592310596288,60.68207307117427,,,,,,,,,,,,
190,2025-07-10,3,2025-07,6,36,30,35,2025-07-10 05:00:00,2025-07-10 06:00:00,6,True,124.40783813249907,-2.118515759307229,286.7136422395861,320.441320064057,-59.477945921226365,85.12888236209801,115.75964580978689,,,,,,,,,,,,
191,2025-07-11,4,2025-07,6,36,30,35,2025-07-11 05:00:00,2025-07-11 06:00:00,6,True,186.58982858518576,177.9163840020592,649.6950578701862,413.05435787018587,-243.0168996391153,-68.82560976660398,190.71568117440256,,,,,,,,,,,,
192,2025-07-12,5,2025-07,6,36,30,35,2025-07-12 05:00:00,2025-07-12 06:00:00,6,True,-6.757124594995427,-250.9177887197311,-331.7358180467713,-67.52583085291735,199.86345173112704,226.3873310463723,183.38590727194787,,,,,,,,,,,,
193,2025-07-13,6,2025-07,6,36,30,35,2025-07-13 05:00:00,2025-07-13 06:00:00,6,True,-70.37259819623364,319.01465868468586,-90.74797936275718,-195.74217290723982,-47.00996519736327,-215.92416519736344,-191.82596519736398,,,,,,,,,,,,
194,2025-07-14,0,2025-07,6,36,30,35,2025-07-14 05:00:00,2025-07-14 06:00:00,6,True,39.35356341938215,-188.7422466030739,121.03028861594157,270.6988714052886,22.253378693790637,-116.71257429699926,127.59366270134524,,,,,,,,,,,,
195,2025-07-15,1,2025-07,6,36,30,35,2025-07-15 05:00:00,2025-07-15 06:00:00,6,True,-266.98066755202285,-869.5728750406734,-335.16774148009154,123.84166619902862,-2.178134637721996,-297.1131296287281,-221.69379072395077,,,,,,,,,,,,
196,2025-07-16,2,2025-07,6,36,30,35,2025-07-16 05:00:00,2025-07-16 06:00:00,6,True,89.0762639249458,86.29515535930705,137.3527804615387,185.1941543355806,93.1737363136026,-136.75522940917472,169.19698648882058,,,,,,,,,,,,
197,2025-07-17,3,2025-07,6,36,30,35,2025-07-17 05:00:00,2025-07-17 06:00:00,6,True,27.720639038543215,511.9097999175342,-46.29653058555232,-293.825791859495,1.2800581835349476,20.585067650524252,-27.3287690752868,,,,,,,,,,,,
198,2025-07-18,4,2025-07,6,36,30,35,2025-07-18 05:00:00,2025-07-18 06:00:00,6,True,-266.47887230107125,-425.79804854768054,-374.59136518443074,-451.35276179793345,-189.28997769196803,-39.71766879270217,-118.12341179171244,,,,,,,,,,,,
199,2025-07-19,5,2025-07,6,36,30,35,2025-07-19 05:00:00,2025-07-19 06:00:00,6,True,62.463419414424756,163.4170194522976,282.04309928195835,301.15244003956605,188.01894705566565,-147.0796058109404,-412.7713835319987,,,,,,,,,,,,
200,2025-07-20,6,2025-07,6,36,30,35,2025-07-20 05:00:00,2025-07-20 06:00:00,6,True,-63.94473584057565,-213.22170589426878,89.16613163207376,207.4075896593522,42.49368116055348,-268.95369663033125,-240.56041497083334,,,,,,,,,,,,
201,2025-07-21,0,2025-07,6,36,30,35,2025-07-21 05:00:00,2025-07-21 06:00:00,6,True,65.81306386072599,-195.10339637503148,-96.51190028102747,100.27418296173619,164.43137711120517,238.1388893516114,183.6492303958621,,,,,,,,,,,,
202,2025-07-22,1,2025-07,6,36,30,35,2025-07-22 05:00:00,2025-07-22 06:00:00,6,True,-80.86635482479316,59.97911496278175,-43.16054994690967,-110.93075906751801,-102.27658854440597,-175.15251252257485,-113.6568338301322,,,,,,,,,,,,
203,2025-07-23,2,2025-07,6,36,30,35,2025-07-23 05:00:00,2025-07-23 06:00:00,6,True,-60.412371912426806,44.5277168360135,-192.86981626753095,-144.05833704519137,236.27133628308502,5.518704869168232,-311.86383615010527,,,,,,,,,,,,
204,2025-07-24,3,2025-07,6,36,30,35,2025-07-24 05:00:00,2025-07-24 06:00:00,6,True,104.27936440269688,-133.7295392379947,194.69394906547768,228.10841208017018,52.29003712801841,59.64977501722842,224.66355236328127,,,,,,,,,,,,
205,2025-07-25,4,2025-07,6,36,30,35,2025-07-25 05:00:00,2025-07-25 06:00:00,6,True,-18.700319529351873,75.646571920724,168.09456613943803,101.30219585709483,-170.15258986936215,-211.0767306120033,-76.01593061200265,,,,,,,,,,,,
206,2025-07-26,5,2025-07,6,36,30,35,2025-07-26 05:00:00,2025-07-26 06:00:00,6,True,-11.353220851246533,52.79763426762838,6.426259132332689,-154.62117335925495,-259.4070042735452,107.71065839776247,178.97430072759744,,,,,,,,,,,,
207,2025-07-27,6,2025-07,6,36,30,35,2025-07-27 05:00:00,2025-07-27 06:00:00,6,True,163.93626477967845,335.6423069881812,105.6248735965637,64.5199023294108,289.59901214962156,127.87816573583723,60.353327878456184,,,,,,,,,,,,
208,2025-07-28,0,2025-07,6,36,30,35,2025-07-28 05:00:00,2025-07-28 06:00:00,6,True,-1.1463705811910738,92.12529709573028,108.66434190669088,-45.60559350357835,-78.09882640598744,-34.35974452657911,-49.603698053422704,,,,,,,,,,,,
209,2025-07-29,1,2025-07,6,36,30,35,2025-07-29 05:00:00,2025-07-29 06:00:00,6,True,-36.22115315471107,-131.43313411791405,-112.29566340989277,-145.27321261850648,-35.97222508271989,131.28437348574062,76.36294281502614,,,,,,,,,,,,
210,2025-07-30,2,2025-07,6,36,30,35,2025-07-30 05:00:00,2025-07-30 06:00:00,6,True,-184.49685880476764,-191.48922206962743,-231.35984461308044,-129.5887599382795,-104.98280414795954,-61.87568715796533,-387.68483490169365,,,,,,,,,,,,
211,2025-07-31,3,2025-07,6,36,30,35,2025-07-31 05:00:00,2025-07-31 06:00:00,6,True,-129.03885521393372,-68.50739343764417,-35.01881207034148,-87.30705378727635,-81.71640881216399,-156.39968649765024,-345.283776678526,,,,,,,,,,,,
212,2025-08-01,4,2025-08,6,36,30,35,2025-08-01 05:00:00,2025-08-01 06:00:00,6,True,19.317613023345075,200.70839907545724,293.2033592618245,206.445423051342,-143.52019439774904,-231.9167559165412,-209.01455293426307,,,,,,,,,,,,
213,2025-08-02,5,2025-08,6,36,30,35,2025-08-02 05:00:00,2025-08-02 06:00:00,6,True,-251.17187522657028,-288.65928386698033,-319.78320932490396,-211.7801011888696,-187.9596514020177,-276.0962290503353,-222.75277652631485,,,,,,,,,,,,
214,2025-08-03,6,2025-08,6,36,30,35,2025-08-03 05:00:00,2025-08-03 06:00:00,6,True,-24.149970987916202,-97.91222924517933,-104.80981339803566,-155.9890552068755,-153.08647671451126,104.48046983682389,262.41727880028066,,,,,,,,,,,,
215,2025-08-04,0,2025-08,6,36,30,35,2025-08-04 05:00:00,2025-08-04 06:00:00,6,True,-200.04506928478312,-215.214895707531,-201.99703102339026,-219.99845035746876,-223.27392180047264,-227.15992843932054,-112.62618838051549,,,,,,,,,,,,
216,2025-08-05,1,2025-08,6,36,30,35,2025-08-05 05:00:00,2025-08-05 06:00:00,6,True,-144.23120755509885,-133.89519409447166,-177.25179747640277,-231.75446559910142,-263.3255300731298,-115.65074460923415,56.49048652174679,,,,,,,,,,,,
217,2025-08-06,2,2025-08,6,36,30,35,2025-08-06 05:00:00,2025-08-06 06:00:00,6,True,-21.763163154756892,-48.71483614758108,-81.90496319114936,-110.27443947011125,-30.1851394701107,47.05538764592666,93.44501170448439,,,,,,,,,,,,
218,2025-08-07,3,2025-08,6,36,30,35,2025-08-07 05:00:00,2025-08-07 06:00:00,6,True,-58.58709589464328,-60.66792726348376,258.25899511266107,137.16318620790662,-225.95314810121909,-302.80706957731127,-157.51661174641322,,,,,,,,,,,,
219,2025-08-08,4,2025-08,6,36,30,35,2025-08-08 05:00:00,2025-08-08 06:00:00,6,True,-357.68437234667675,-461.0547820292236,-753.7813757852264,-607.0998553459076,-88.89041590172383,-82.11564175916965,-153.16416325880937,,,,,,,,,,,,
220,2025-08-09,5,2025-08,6,36,30,35,2025-08-09 05:00:00,2025-08-09 06:00:00,6,True,-117.3585060522878,-167.20741268450683,-357.9945442845933,-176.3611161489348,168.21907338405208,-13.523708118176728,-157.28332846156718,,,,,,,,,,,,
221,2025-08-10,6,2025-08,6,36,30,35,2025-08-10 05:00:00,2025-08-10 06:00:00,6,True,-92.25171312694829,-215.04285631540506,10.625296467076623,-36.50926901863977,-292.2529205517094,-30.91171821900025,10.581188875988119,,,,,,,,,,,,
222,2025-08-11,0,2025-08,6,36,30,35,2025-08-11 05:00:00,2025-08-11 06:00:00,6,True,-206.05126415548094,-61.22515772986708,-330.2429239521075,-234.79969956824243,4.2742844372128275,-204.03921136807276,-410.27487675180873,,,,,,,,,,,,
223,2025-08-12,1,2025-08,6,36,30,35,2025-08-12 05:00:00,2025-08-12 06:00:00,6,True,109.56535839380255,301.2031988996887,190.2768998117749,71.92609696646878,34.684597258346,70.45927145273072,-11.157914026193794,,,,,,,,,,,,
224,2025-08-13,2,2025-08,6,36,30,35,2025-08-13 05:00:00,2025-08-13 06:00:00,6,True,-40.85579368511018,59.66326766649763,-167.57896688500978,-80.65509745977852,160.7721539655313,-88.64301049479582,-128.6931089031059,,,,,,,,,,,,
225,2025-08-14,3,2025-08,6,36,30,35,2025-08-14 05:00:00,2025-08-14 06:00:00,6,True,-146.19857877009295,-422.9571886768531,-247.70182090982553,-78.57403387283102,-21.958759255325276,-116.8418336877312,10.842163782008356,,,,,,,,,,,,
226,2025-08-15,4,2025-08,6,36,30,35,2025-08-15 05:00:00,2025-08-15 06:00:00,6,True,50.4073466619753,-101.478636015544,121.65149440457571,130.7585944045759,56.779635878413046,137.42023587841277,-42.68724457858161,,,,,,,,,,,,
227,2025-08-16,5,2025-08,6,36,30,35,2025-08-16 05:00:00,2025-08-16 06:00:00,6,True,-37.380178895527784,228.1077980496516,57.53343509435672,-205.81547381258588,-263.0565880604763,-156.0805824444883,115.03033780037549,,,,,,,,,,,,
