set,group,group_type,group_value,n,mae_kW,rmse_kW,bias_kW
A,F0_original,day,2025-12-13,108,116.07642484972172,151.8269254431278,59.17726889135746
A,F0_original,day,2025-12-14,108,148.67098773891632,185.40740536866994,99.75800220343363
A,F0_original,day,2025-12-15,108,110.73773867666713,141.4842279733633,44.695428310918025
A,F0_original,day,2025-12-16,108,118.07924703094217,148.17597407158863,60.05129156174078
A,F0_original,day,2025-12-17,108,115.92821283118062,147.8870906238813,49.777890647440245
A,F0_original,day,2025-12-18,108,111.66004485024641,149.6294781710739,25.426351353627133
A,F0_original,day,2025-12-19,108,129.76545773505697,160.03581089135815,53.16992254791186
A,F0_original,day,2025-12-20,108,100.39349173238098,132.01458125895795,21.570719040876362
A,F0_original,day,2025-12-21,108,141.88259238198773,175.51434794434184,59.07313504952228
A,F0_original,day,2025-12-22,108,101.98798363703278,132.62634678204043,13.844457438653476
A,F0_original,day,2025-12-23,108,99.48232554920587,120.81980556031588,-20.3282026374757
A,F0_original,day,2025-12-24,108,99.39402132165714,120.70678584108538,-17.65997132510893
A,F0_original,day,2025-12-25,108,108.66712233673742,134.9647799917819,-8.693800155488567
A,F0_original,day,2025-12-26,108,110.65236552838074,136.80557233179934,-12.720026039163965
A,F0_original,day,2025-12-27,108,119.32352308911786,142.85612440815535,11.106945627376216
A,F0_original,day,2025-12-28,108,129.21678978518614,152.70684423543537,-46.97031219244764
A,F0_original,day,2025-12-29,108,126.97382568406898,163.44986098582783,-71.4023727252491
A,F0_original,day,2025-12-30,108,112.29959854280068,139.46098225280036,-75.52358218334757
A,F0_original,day,2025-12-31,108,117.69819554494747,147.36733725063732,-40.14726404741654
A,F1_hist_mean,node,6,12024,131.726284771835,172.98040840962088,0.1171277148696726
A,F1_hist_mean,node,12,12024,143.26235923474982,190.24819385374585,0.24917627435777961
A,F1_hist_mean,node,18,12024,150.1861122168389,200.49938747224869,0.2636354786710854
A,F1_hist_mean,month,2025-02,3024,120.50498410796952,153.11927652999856,-2.915898277191705
A,F1_hist_mean,month,2025-03,3348,112.32855500612055,140.98339749179627,17.586105758094075
A,F1_hist_mean,month,2025-04,3240,100.55322882952008,125.73147637539016,-2.436370212750868
A,F1_hist_mean,month,2025-05,3348,142.20325562822555,186.12417343316528,-5.95733351530002
A,F1_hist_mean,month,2025-06,3240,161.78985455999387,210.2751406762385,-18.634005871851222
A,F1_hist_mean,month,2025-07,3348,204.7162323047976,261.3095872908272,-15.947704008437181
A,F1_hist_mean,month,2025-08,3348,153.56961229954626,191.83351628394672,2.068683804894821
A,F1_hist_mean,month,2025-09,3240,195.0700823597644,265.4261678593798,22.035933205992343
A,F1_hist_mean,month,2025-10,3348,116.83936763820425,147.40520860702512,23.374306515291558
A,F1_hist_mean,month,2025-11,3240,101.78101958644726,126.94587723162255,-6.926845265167152
A,F1_hist_mean,month,2025-12,3348,147.31580758911403,193.5390825823176,-10.458992205057932
A,F1_hist_mean,day,2025-02-01,108,254.09812013658555,285.67711696128123,-243.5126216923117
A,F1_hist_mean,day,2025-02-02,108,239.65282456128156,266.33576550813433,-234.60575643106426
A,F1_hist_mean,day,2025-02-03,108,115.07182912652335,147.93343840085495,-82.3147640492209
A,F1_hist_mean,day,2025-02-04,108,122.47378014199613,151.35053280991005,-11.796397101681366
A,F1_hist_mean,day,2025-02-05,108,98.82103756198697,137.58680620367664,-7.65631289853449
A,F1_hist_mean,day,2025-02-06,108,108.43632275899674,132.9107761927564,42.18161916814329
A,F1_hist_mean,day,2025-02-07,108,122.95305792464512,160.17905042607825,-53.82242839317122
A,F1_hist_mean,day,2025-02-08,108,103.2418734199095,133.23341883200482,18.017066985262318
A,F1_hist_mean,day,2025-02-09,108,105.84835766249078,126.19008290242067,-29.154116567648575
A,F1_hist_mean,day,2025-02-10,108,119.62815660168484,148.73115116032002,-51.48233343952191
A,F1_hist_mean,day,2025-02-11,108,90.7609630901136,118.12615759755255,-20.680277435564918
A,F1_hist_mean,day,2025-02-12,108,99.60151869160961,117.81527680797474,14.101998461868687
A,F1_hist_mean,day,2025-02-13,108,103.11744283788828,128.34169118143927,-51.081409827687885
A,F1_hist_mean,day,2025-02-14,108,108.93299707415898,137.60848039773254,-29.11508375544216
A,F1_hist_mean,day,2025-02-15,108,129.6612575306194,158.50295504357297,82.05143429929669
A,F1_hist_mean,day,2025-02-16,108,116.60648070963613,141.2533735720435,55.29342054361911
A,F1_hist_mean,day,2025-02-17,108,102.3116230193216,123.76669424420776,32.48000646394117
A,F1_hist_mean,day,2025-02-18,108,112.58172115102442,146.92128703070472,35.40519528803801
A,F1_hist_mean,day,2025-02-19,108,115.04371605199088,151.67796008032673,78.74874426286725
A,F1_hist_mean,day,2025-02-20,108,111.40997184540329,133.69767548526525,11.724688676494255
A,F1_hist_mean,day,2025-02-21,108,127.34083869343984,152.61447574982677,30.700919062884598
A,F1_hist_mean,day,2025-02-22,108,115.49708373706487,146.36180208583136,53.086016580355924
A,F1_hist_mean,day,2025-02-23,108,115.70112663478194,139.15149802676459,63.87008078861972
A,F1_hist_mean,day,2025-02-24,108,117.18691031656952,139.55151465627102,55.97067444281028
A,F1_hist_mean,day,2025-02-25,108,108.2007721199201,136.61825319781542,49.26043722555108
A,F1_hist_mean,day,2025-02-26,108,116.68495772103442,148.41405263505325,51.12873933898042
A,F1_hist_mean,day,2025-02-27,108,91.38877869700715,123.96573152640764,36.60373724418176
A,F1_hist_mean,day,2025-02-28,108,101.88603520546245,123.99880694400599,22.95157099756703
A,F1_hist_mean,day,2025-03-01,108,139.88725009957963,183.48293500501867,-63.52036515240247
A,F1_hist_mean,day,2025-03-02,108,149.3774554305913,181.45657909734376,67.85833925387409
A,F1_hist_mean,day,2025-03-03,108,130.03372150819288,159.24835793488694,52.453482437497435
A,F1_hist_mean,day,2025-03-04,108,100.62112263453038,127.84613737074785,25.342587561464505
A,F1_hist_mean,day,2025-03-05,108,100.20493952867155,123.04527499788472,27.1484352417455
A,F1_hist_mean,day,2025-03-06,108,123.47206045288128,148.25375235183665,7.285603359667368
A,F1_hist_mean,day,2025-03-07,108,125.49185873959607,154.51947364893357,-42.625855495353505
A,F1_hist_mean,day,2025-03-08,108,98.43890151091433,124.29179487974889,57.41479546371233
A,F1_hist_mean,day,2025-03-09,108,108.47718078127289,134.48948477213565,13.316451374903927
A,F1_hist_mean,day,2025-03-10,108,122.12180983336083,153.11267445968824,2.797814787045615
A,F1_hist_mean,day,2025-03-11,108,101.55424828871563,127.88214931217657,-22.024614729918532
A,F1_hist_mean,day,2025-03-12,108,87.56826974887905,110.95999950026018,-1.105722849447901
A,F1_hist_mean,day,2025-03-13,108,106.56547018244144,132.52313846043663,41.340515921646634
A,F1_hist_mean,day,2025-03-14,108,113.13252921573115,134.46185297117137,-10.630451159803691
A,F1_hist_mean,day,2025-03-15,108,91.6092478570303,119.65259689366303,26.400589040737415
A,F1_hist_mean,day,2025-03-16,108,109.84129448569537,136.4488291961812,32.125270426325386
A,F1_hist_mean,day,2025-03-17,108,113.79464544843248,146.18195834218932,15.803510677916245
A,F1_hist_mean,day,2025-03-18,108,101.04385255953206,127.49207373068963,-4.49615226986001
A,F1_hist_mean,day,2025-03-19,108,106.13850765367134,129.01237613407224,-18.77353653640096
A,F1_hist_mean,day,2025-03-20,108,102.7465853480363,126.22439203726844,5.9429310178915395
A,F1_hist_mean,day,2025-03-21,108,107.75573303842921,132.9358945211948,39.312561025002545
A,F1_hist_mean,day,2025-03-22,108,109.12854063082204,131.88443164086002,5.067194904076287
A,F1_hist_mean,day,2025-03-23,108,113.7146670195603,135.1376928508557,35.08830902721388
A,F1_hist_mean,day,2025-03-24,108,110.09359650169392,140.46596428268109,26.218404365077046
A,F1_hist_mean,day,2025-03-25,108,116.60220491126569,150.09409221981673,59.19113712190283
A,F1_hist_mean,day,2025-03-26,108,89.81486191255654,117.08074335838046,24.282565560412664
A,F1_hist_mean,day,2025-03-27,108,102.84954651748768,136.303017535269,32.767010881255594
A,F1_hist_mean,day,2025-03-28,108,137.54370693421086,168.59577168217314,-16.5991950319373
A,F1_hist_mean,day,2025-03-29,108,114.51671534831063,144.0174757564995,66.7657458708284
A,F1_hist_mean,day,2025-03-30,108,138.85653052070256,168.06412632902868,54.7119216788434
A,F1_hist_mean,day,2025-03-31,108,109.18815054694134,131.01952958376415,6.309994726999961
A,F1_hist_mean,day,2025-04-01,108,115.65779574110586,140.80413911634747,30.68416884266441
A,F1_hist_mean,day,2025-04-02,108,106.36531437949158,130.26822698433023,35.018401630191164
A,F1_hist_mean,day,2025-04-03,108,98.00988661726751,131.1681702739669,18.02378002210865
A,F1_hist_mean,day,2025-04-04,108,95.1504295941341,118.64980732466253,-3.2110816184202258
A,F1_hist_mean,day,2025-04-05,108,108.6529711662566,132.3475346412273,33.06347860389966
A,F1_hist_mean,day,2025-04-06,108,94.91137243720166,120.39225452216843,-3.4886569204441717
A,F1_hist_mean,day,2025-04-07,108,100.77487007077454,129.74660853643906,0.24915953084357373
A,F1_hist_mean,day,2025-04-08,108,88.63211403094775,110.46256013942646,22.483369471780243
A,F1_hist_mean,day,2025-04-09,108,91.9959685066113,117.09127744929405,8.252106583253479
A,F1_hist_mean,day,2025-04-10,108,100.36152308199591,127.91997402958982,-9.363577349565107
A,F1_hist_mean,day,2025-04-11,108,112.03148306447899,135.99084575084564,3.3524160558705574
A,F1_hist_mean,day,2025-04-12,108,102.93766215490032,131.70509951304356,-13.336601339149937
A,F1_hist_mean,day,2025-04-13,108,108.62692825693301,132.8940671182355,17.241618072753454
A,F1_hist_mean,day,2025-04-14,108,100.70458413676592,125.227836067166,18.331922532338954
A,F1_hist_mean,day,2025-04-15,108,100.98394822647275,124.77029576637946,-21.576755114986984
A,F1_hist_mean,day,2025-04-16,108,94.87498580223684,118.11007929956277,8.618535931052836
A,F1_hist_mean,day,2025-04-17,108,86.05953882143334,103.71758704001499,-17.086625572186236
A,F1_hist_mean,day,2025-04-18,108,107.55768404602317,134.55786346768267,-51.605118500875705
A,F1_hist_mean,day,2025-04-19,108,99.54452174462806,124.57388416680676,-16.249287300640415
A,F1_hist_mean,day,2025-04-20,108,93.28305085989767,127.7710085987172,-19.270028691652623
A,F1_hist_mean,day,2025-04-21,108,110.13986676016454,137.16399318547366,27.249511066306585
A,F1_hist_mean,day,2025-04-22,108,100.58953133006182,125.74986290076964,-18.208309057165692
A,F1_hist_mean,day,2025-04-23,108,103.5080541424425,125.60927755852661,-19.009052096970464
A,F1_hist_mean,day,2025-04-24,108,95.8106824337166,115.19523477845733,-28.622336074928903
A,F1_hist_mean,day,2025-04-25,108,108.41057056021678,129.36871498140127,6.7195211495042075
A,F1_hist_mean,day,2025-04-26,108,102.60244871302176,129.2657950818109,-17.07083143661544
A,F1_hist_mean,day,2025-04-27,108,113.92808196689363,141.9268950089476,-16.22335693495775
A,F1_hist_mean,day,2025-04-28,108,96.266147589232,118.97104273455282,-20.01881619932247
A,F1_hist_mean,day,2025-04-29,108,84.84634893409795,105.85309825655415,-16.68308162705075
A,F1_hist_mean,day,2025-04-30,108,93.37849971619828,114.1193378148987,-11.35558004016093
A,F1_hist_mean,day,2025-05-01,108,226.92929763171998,297.5754887136864,136.46142102357064
A,F1_hist_mean,day,2025-05-02,108,197.590277549418,260.59687133398074,152.4053600784759
A,F1_hist_mean,day,2025-05-03,108,185.33037224336297,249.03911668955243,108.1597169825447
A,F1_hist_mean,day,2025-05-04,108,195.00902927866105,244.92900060558614,108.58044815126603
A,F1_hist_mean,day,2025-05-05,108,134.46337273520817,167.8079386162261,13.541512944697708
A,F1_hist_mean,day,2025-05-06,108,139.09889039376756,179.4066354058054,-24.159482489581137
A,F1_hist_mean,day,2025-05-07,108,122.57220868900947,154.95452916959374,-18.130375791950755
A,F1_hist_mean,day,2025-05-08,108,163.4716594319169,221.10595269638355,-95.91977934763663
A,F1_hist_mean,day,2025-05-09,108,130.16392146896035,170.35670024321965,10.863170119510292
A,F1_hist_mean,day,2025-05-10,108,152.70666440704537,184.4884354467019,15.808363647920878
A,F1_hist_mean,day,2025-05-11,108,156.325732509451,200.58767594506668,55.03921065255724
A,F1_hist_mean,day,2025-05-12,108,117.87893607985576,145.73298496693673,12.701063946902469
A,F1_hist_mean,day,2025-05-13,108,128.02453441123632,161.70299476969467,11.46393047848289
A,F1_hist_mean,day,2025-05-14,108,103.07324632439382,138.19953598807604,-1.5079140406205582
A,F1_hist_mean,day,2025-05-15,108,145.8943793417058,193.32619949000417,-40.92895903865728
A,F1_hist_mean,day,2025-05-16,108,144.03214244308333,179.59076889748667,11.104226244917637
A,F1_hist_mean,day,2025-05-17,108,125.0395216190398,155.4375327659871,-0.6678585977907182
A,F1_hist_mean,day,2025-05-18,108,129.33547547962422,166.04963943830774,-9.30879024189478
A,F1_hist_mean,day,2025-05-19,108,142.55308327663957,187.18138348687103,-34.927546369446304
A,F1_hist_mean,day,2025-05-20,108,117.45160751460723,147.0141806355024,-13.299218629588934
A,F1_hist_mean,day,2025-05-21,108,116.90760755900531,150.8780543385006,-35.558117768893794
A,F1_hist_mean,day,2025-05-22,108,132.88070666646155,177.68971075503777,-55.786437958269595
A,F1_hist_mean,day,2025-05-23,108,139.3574143996152,178.4668534908237,-24.918417799579352
A,F1_hist_mean,day,2025-05-24,108,130.19293074535574,163.92716864776858,-69.59797016873543
A,F1_hist_mean,day,2025-05-25,108,136.155917881534,165.0657351591529,-18.1978148028601
A,F1_hist_mean,day,2025-05-26,108,128.44864481469642,160.0124176775946,-85.29532609462109
A,F1_hist_mean,day,2025-05-27,108,117.66711088403476,151.05531752083792,-54.707736949778436
A,F1_hist_mean,day,2025-05-28,108,120.12675987345803,158.33604786350722,-66.65798817107164
A,F1_hist_mean,day,2025-05-29,108,132.8467893315746,172.35065468766552,-40.577178924931516
A,F1_hist_mean,day,2025-05-30,108,146.270444738693,182.1781011296723,-59.37291040617383
A,F1_hist_mean,day,2025-05-31,108,150.5022447518561,194.18835582113513,-71.28593965306511
A,F1_hist_mean,day,2025-06-01,108,322.6436102489366,400.9087650788061,305.22688594882953
A,F1_hist_mean,day,2025-06-02,108,195.4398666852085,244.20820007181752,141.7312432275435
A,F1_hist_mean,day,2025-06-03,108,205.02998467660757,260.5080256937226,135.80233587372646
A,F1_hist_mean,day,2025-06-04,108,160.1356510646942,196.65294527075287,-19.91756522436733
A,F1_hist_mean,day,2025-06-05,108,131.76542527663997,169.13378407667784,-22.124775652619196
A,F1_hist_mean,day,2025-06-06,108,185.32903825168674,223.9454248774407,-77.8228301708698
A,F1_hist_mean,day,2025-06-07,108,159.63994549049144,202.99225785210865,-27.563748822785
A,F1_hist_mean,day,2025-06-08,108,232.7407934252154,291.36250471949666,-202.22201719863662
A,F1_hist_mean,day,2025-06-09,108,147.651861393223,193.12184885944887,65.43340684837611
A,F1_hist_mean,day,2025-06-10,108,134.39406041139443,164.56798500208004,25.288705974182495
A,F1_hist_mean,day,2025-06-11,108,145.1562483565441,184.4804752402573,79.68515676345201
